date,state,cases_new,deaths_new,beds,beds_covid,beds_icu_covid,cum_cases,cum_deaths
2022-02-01,Sabah,490.0,0.0,4197.0,964.0,120.0,248609.0,2831.0
2022-02-01,Labuan,3.0,0.0,202.0,86.0,7.0,11059.0,151.0
2022-02-01,Kuala Lumpur,430.0,0.0,3963.0,549.0,28.0,220960.0,2701.0
2022-02-01,Terengganu,102.0,1.0,1593.0,401.0,40.0,85355.0,757.0
2022-02-01,Selangor,1258.0,2.0,5338.0,889.0,74.0,816973.0,10059.0
2022-02-01,Putrajaya,61.0,0.0,609.0,38.0,6.0,10329.0,22.0
2022-02-01,Sarawak,17.0,0.0,3569.0,756.0,91.0,252840.0,1622.0
2022-02-01,Penang,426.0,0.0,1978.0,482.0,42.0,168150.0,1769.0
2022-02-01,Negeri Sembilan,216.0,0.0,1749.0,1084.0,61.0,119654.0,1335.0
2022-02-01,Perak,160.0,1.0,3277.0,473.0,55.0,133413.0,1438.0
2022-02-01,Pahang,204.0,1.0,2002.0,659.0,81.0,101965.0,806.0
2022-02-01,Malacca,250.0,0.0,1315.0,651.0,24.0,81970.0,973.0
2022-02-01,Kelantan,456.0,0.0,2669.0,312.0,36.0,178855.0,1278.0
2022-02-01,Kedah,581.0,0.0,2664.0,1259.0,130.0,178083.0,2186.0
2022-02-01,Johor,868.0,2.0,5209.0,1034.0,46.0,260447.0,3919.0
2022-02-01,Perlis,44.0,0.0,503.0,86.0,11.0,7662.0,138.0
2022-02-02,Putrajaya,23.0,0.0,609.0,38.0,6.0,10352.0,22.0
2022-02-02,Labuan,1.0,0.0,202.0,86.0,7.0,11060.0,151.0
2022-02-02,Kuala Lumpur,391.0,0.0,3963.0,549.0,28.0,221351.0,2701.0
2022-02-02,Selangor,1424.0,0.0,5338.0,889.0,74.0,818397.0,10059.0
2022-02-02,Sarawak,21.0,0.0,3569.0,756.0,91.0,252861.0,1622.0
2022-02-02,Sabah,446.0,0.0,4153.0,954.0,120.0,249055.0,2831.0
2022-02-02,Penang,433.0,0.0,1978.0,482.0,42.0,168583.0,1769.0
2022-02-02,Terengganu,95.0,1.0,1593.0,401.0,40.0,85450.0,758.0
2022-02-02,Perak,172.0,0.0,3277.0,473.0,55.0,133585.0,1438.0
2022-02-02,Pahang,274.0,2.0,2002.0,659.0,81.0,102239.0,808.0
2022-02-02,Negeri Sembilan,226.0,1.0,1749.0,1084.0,61.0,119880.0,1336.0
2022-02-02,Malacca,230.0,0.0,1315.0,651.0,24.0,82200.0,973.0
2022-02-02,Kelantan,364.0,2.0,2669.0,312.0,36.0,179219.0,1280.0
2022-02-02,Kedah,532.0,0.0,2664.0,1259.0,130.0,178615.0,2186.0
2022-02-02,Johor,1084.0,1.0,5209.0,1034.0,46.0,261531.0,3920.0
2022-02-02,Perlis,20.0,0.0,503.0,86.0,11.0,7682.0,138.0
2022-02-03,Kuala Lumpur,358.0,0.0,3963.0,532.0,28.0,221709.0,2701.0
2022-02-03,Terengganu,100.0,0.0,1593.0,401.0,40.0,85550.0,758.0
2022-02-03,Selangor,1563.0,0.0,5338.0,914.0,74.0,819960.0,10059.0
2022-02-03,Sarawak,20.0,0.0,3569.0,756.0,91.0,252881.0,1622.0
2022-02-03,Sabah,476.0,0.0,4153.0,1033.0,120.0,249531.0,2831.0
2022-02-03,Penang,387.0,0.0,1978.0,482.0,42.0,168970.0,1769.0
2022-02-03,Perlis,32.0,0.0,503.0,86.0,11.0,7714.0,138.0
2022-02-03,Malacca,301.0,0.0,1315.0,651.0,24.0,82501.0,973.0
2022-02-03,Pahang,330.0,1.0,2002.0,659.0,81.0,102569.0,809.0
2022-02-03,Negeri Sembilan,210.0,0.0,1749.0,1084.0,61.0,120090.0,1336.0
2022-02-03,Kelantan,258.0,1.0,2669.0,312.0,36.0,179477.0,1281.0
2022-02-03,Kedah,486.0,2.0,2664.0,1259.0,130.0,179101.0,2188.0
2022-02-03,Johor,932.0,1.0,5209.0,1034.0,46.0,262463.0,3921.0
2022-02-03,Labuan,5.0,0.0,202.0,86.0,7.0,11065.0,151.0
2022-02-03,Perak,218.0,3.0,3277.0,473.0,55.0,133803.0,1441.0
2022-02-03,Putrajaya,44.0,0.0,609.0,38.0,6.0,10396.0,22.0
